code;gen1;gen2;gen3;gen4;gen5;gen6;gen7;gen8;gen9;gen10;gen11;gen12;gen13;gen14;gen15;gen16;gen17;gen18;gen19;gen20;gen21;gen22;gen23;gen24;gen25;gen26;gen27;altitude;pluvio_yr;forest;pluvio_1;pluvio_2;pluvio_3;pluvio_4;pluvio_5;pluvio_6;pluvio_7;pluvio_8;pluvio_9;pluvio_10;pluvio_11;pluvio_12;geology;evi_1;evi_2;evi_3;evi_4;evi_5;evi_6;evi_7;evi_8;evi_9;evi_10;evi_11;evi_12;evi_13;evi_14;evi_15;evi_16;evi_17;evi_18;evi_19;evi_20;evi_21;evi_22;evi_23;lon;lat;surface
746;0;0;0;0;0;1;0;0;0;22;6;0;5;0;0;0;0;0;9;1;0;0;1;0;0;2;0;645,4447021;1530;7;28,33333397;62,33333206;125,8333359;148;151;154,3333282;156,3333282;161,8333282;198,8333282;206;107,5;34,5;5;0,351158112;0,393904626;0,429660559;0,465704799;0,485291332;0,544649839;0,527595818;0,544366419;0,524506033;0,484180152;0,476631224;0,442691714;0,461512506;0,453732163;0,442835629;0,448483735;0,448958635;0,438787997;0,465106309;0,432993025;0,432373136;0,410299659;0,363086104;15,5183844;3,412997195;1,5
1204;3;0;1;0;0;0;0;4;0;57;9;0;14;0;2;1;1;0;8;1;3;1;0;29;37;0;0;412,3247986;1450;1;80,15679932;87,36292267;140,9728851;136,7406464;114,20858;100,8382645;94,97780609;95,0369873;160,8727722;175,054245;158,7085876;94,0394516;1;0,368222535;0,384282619;0,431489408;0,435662895;0,4863002;0,533285916;0,510988891;0,524924696;0,519443333;0,522362113;0,497926176;0,439238757;0,461166024;0,458266825;0,494252116;0,491491914;0,524737656;0,51851815;0,504290998;0,483561069;0,476191521;0,456981063;0,373063207;15,89320425;1,351488008;5
1192;0;0;0;0;0;1;0;0;0;70;1;0;3;3;0;0;0;0;0;1;4;0;0;0;0;0;0;444,9191895;1439;2;87,4852066;101,2840271;132,1543427;149,311142;126,9432907;102,1272125;76,28649139;84,13954163;145,4925995;182,7110596;158,4344177;95,08136749;3;0,414594382;0,409873009;0,439610183;0,48964709;0,499446601;0,529281139;0,567141712;0,559692204;0,559301436;0,541135967;0,497982115;0,490415812;0,490528554;0,495741159;0,53399986;0,555071235;0,557067215;0,575077891;0,524544358;0,531012535;0,510653257;0,489086747;0,448124051;15,89320425;0,901704186;5,5
220;9;1;0;0;10;1;0;3;4;84;15;3;8;0;1;5;0;0;0;3;5;0;2;2;3;43;0;622,1847534;1523,407349;6;39,47019196;58,15199661;128,6862183;167,8761597;177,2023773;139,8350525;130,5908203;139,9962921;178,8904572;205,4863586;115,1555176;35,36944962;5;0,365321964;0,374189228;0,411758125;0,419791251;0,432907432;0,506529987;0,495085418;0,488114774;0,502608776;0,467434585;0,45670706;0,428402007;0,420503616;0,401747525;0,413341492;0,496839166;0,461191833;0,461584151;0,409670651;0,421628118;0,419524431;0,39607513;0,350824297;14,31896088;3,188105283;18,5
3727;0;11;3;0;4;3;2;69;4;31;17;0;8;7;0;7;7;0;44;1;1;0;7;44;36;15;4;369,3801575;1485,555542;1;42,58091736;60,63409424;145,6882935;122,8236618;112,9806595;155,4335785;147,6956787;148,6424866;156,6605682;155,6099243;105,8091583;40,41424942;2;0,352469653;0,364783287;0,404607803;0,430247098;0,471690953;0,492436856;0,506530345;0,539787948;0,521179676;0,530182183;0,510346532;0,48011899;0,490974039;0,466798842;0,51959312;0,506977677;0,509662628;0,501843751;0,501978219;0,501105726;0,473912746;0,440157712;0,374802619;18,59190719;3,45047918;10,5
218;9;2;0;2;11;1;2;0;8;103;24;5;7;0;2;2;2;0;0;4;5;0;2;2;3;45;2;635,9387207;1518,271606;6;41,43673706;58,10235214;125,8700867;171,1086578;179,0864868;137,8437347;127,6466827;135,2293854;184,1383209;204,7971649;120,7217712;36,76824188;5;0,347255856;0,366689771;0,400682241;0,414645582;0,429849684;0,504740834;0,501841664;0,468691289;0,479793131;0,447308332;0,439201325;0,421490848;0,408605993;0,387604773;0,407131255;0,440217108;0,460104376;0,441519588;0,419351459;0,406208217;0,410091817;0,404762328;0,344018847;14,31896088;3,113141313;21,5
750;9;0;2;1;1;4;8;1;0;84;69;23;54;0;3;0;0;0;0;6;7;1;30;1;4;119;13;684,241394;1510;7;27,81048775;58,06005096;131,7313995;149,0494995;154,5008698;151,9352722;159,0076141;160,1590576;189,7905731;195,964859;101,1734085;32,76098633;5;0,343515307;0,407459378;0,444763899;0,485521734;0,499355078;0,520463884;0,519556463;0,511804521;0,536721289;0,500133514;0,483703911;0,456370473;0,454612166;0,477094591;0,435243219;0,482930362;0,512787461;0,472743928;0,437745184;0,425551981;0,438207388;0,417634964;0,363836139;15,5183844;3,562925135;22,5
657;0;49;0;3;8;5;16;125;1;10;62;35;63;0;2;0;9;0;94;8;16;0;36;18;19;193;17;586,9490356;1385;1;22,5;64;117,3333359;130,1666718;148,1666718;148,6666718;158,8333282;148,8333282;165,6666718;168,1666718;83;24,33333397;5;0,357554168;0,373718202;0,383434534;0,427330583;0,457618296;0,47824046;0,539943457;0,527719498;0,532960296;0,539908707;0,543462813;0,521764398;0,522169411;0,511395335;0,531411707;0,523484707;0,522686541;0,509057224;0,479001552;0,495638877;0,461237937;0,419759959;0,379994661;15,44342043;3,900263002;29
1247;1;0;0;0;0;1;0;1;0;38;9;0;5;6;0;0;4;0;0;5;3;0;1;3;5;2;0;382,1434631;1434,036987;5;83,82447052;105,373558;133,7106323;153,1358643;119,2446213;91,61438751;69,32868195;78,06098938;143,2154694;186,2496185;172,7093811;85,52999878;6;0,377702802;0,425831497;0,408746481;0,478410393;0,466329992;0,495630026;0,517565846;0,526527762;0,52733171;0,500045002;0,480214208;0,457419306;0,446936905;0,448624283;0,495264947;0,520836294;0,528140247;0,531803668;0,536073566;0,480717599;0,483217418;0,474650443;0,402061254;15,96816823;0,63933029;6,25
2906;0;8;1;0;0;2;0;0;0;6;10;2;11;0;11;0;0;1;0;0;14;1;13;34;63;0;0;571,5737915;1427,666626;1;26,78917503;59,30911636;141,2848969;127,0968704;131,1695251;138,9729309;150,7621155;178,8504333;168,4316254;179,6296387;71,41026306;23,24501419;3;0,284493089;0,288186759;0,336638957;0,397554696;0,454255641;0,471314281;0,486410111;0,497602254;0,516257286;0,531562507;0,498830676;0,468903214;0,496604323;0,495949656;0,481773615;0,51396066;0,478521407;0,486871988;0,466186494;0,441345602;0,408908606;0,369095981;0,320818275;17,20507374;4,050190943;7
3010;3;3;4;0;1;1;1;5;0;13;19;0;20;3;8;2;2;0;36;0;9;1;2;19;29;2;0;503,4446716;1427;7;27,5;52,83333206;104;104,6666641;109,1666641;146,6666718;160,5;186,8333282;167;178,1666718;93;35,5;3;0,361640126;0,391748965;0,396086752;0,447734654;0,46453765;0,560077429;0,520125806;0,548318923;0,496866018;0,492113262;0,469306648;0,449337035;0,469611615;0,500056624;0,474967599;0,461543888;0,498056889;0,491874695;0,454111397;0,461879134;0,437429011;0,394004494;0,363963842;17,31751969;3,338033224;6,81
423;2;0;0;4;3;0;2;2;0;11;18;12;19;3;0;7;0;0;0;2;1;0;3;0;4;9;1;578,7195435;1473,777832;7;53,56188202;74,43811798;127,0660095;156,7830048;162,2442322;114,9067688;125,1047897;117,4339905;179,8605652;197,0627136;126,7714539;45,11633682;5;0,350202322;0,367008746;0,402546734;0,43951574;0,413697153;0,52199626;0,522101879;0,521256805;0,522982776;0,489734799;0,514635921;0,454895049;0,432370067;0,428641826;0,433767617;0,473112911;0,49831596;0,484463602;0,452663004;0,454019755;0,450265944;0,422727019;0,338834465;14,88119065;2,400983594;11
1058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;445,1589661;1456;1;23,33333397;54,66666794;144,3333282;139,1666718;161,5;140,8333282;148,3333282;165,5;168,5;186;95,33333588;28,33333397;5;0,329533428;0,343052506;0,388639271;0,429369688;0,457373768;0,4825418;0,525739193;0,500159025;0,544423282;0,544340015;0,527126551;0,500725746;0,500437558;0,491525233;0,479889691;0,491210163;0,507669389;0,46639806;0,47017473;0,430732369;0,429349184;0,391808003;0,353277177;15,74327631;3,750335061;1,5
3550;1;0;0;0;0;0;1;1;0;13;20;10;10;0;1;0;0;1;12;0;2;0;0;4;1;9;0;406,796814;1459;1;47,56435394;58,24917221;125,4537964;134,9587555;113,5775528;155,6980286;145,5412445;154,0231018;157,2640228;166;102,0280533;40,84323883;3;0,355394155;0,381894082;0,404756635;0,466677636;0,453984141;0,483840883;0,51537931;0,530677319;0,492932946;0,538942456;0,490799904;0,457322717;0,440623045;0,473783791;0,518541813;0,52070421;0,537907839;0,499823242;0,50161624;0,488958985;0,460044265;0,451360613;0,372071147;18,17960535;3,263069254;5
125;0;0;1;0;0;0;0;2;0;8;3;0;6;0;0;0;1;0;0;4;6;0;4;4;4;5;0;726,5194702;1469;6;37,83333206;58,66666794;130;173,8333282;173,1666718;141;127,1666641;126,3333359;174,3333282;205,5;133,1666718;29,66666603;5;0,353070915;0,356383294;0,407243699;0,419664592;0,452030718;0,492291689;0,495045066;0,466785312;0,483467847;0,462268919;0,451708674;0,406488746;0,410641819;0,35894084;0,414855748;0,452344626;0,470862329;0,466386974;0,465376318;0,400045723;0,40027839;0,401091725;0,375466615;13,79421308;3,45047918;10
718;1;0;0;0;0;0;0;0;0;24;5;0;7;1;0;0;0;0;0;1;1;0;3;0;1;1;0;423,566925;1421;2;90,43584442;94,35777283;127,1513901;142,5305481;126,1422272;97,06585693;61,10251617;70,46640015;143,6086273;194,9755554;169,3088837;90,63306427;3;0,409761488;0,440465391;0,465220541;0,478269786;0,50290674;0,520658612;0,531887233;0,544934034;0,504563212;0,545009255;0,520124614;0,474555135;0,493399262;0,501532853;0,50249058;0,553521156;0,578665137;0,569765389;0,529541433;0,516248763;0,512395859;0,502651095;0,413330168;15,5183844;0,676812275;5
1142;6;0;0;0;0;7;0;0;0;1;2;0;4;10;0;0;0;0;0;2;4;0;0;1;0;0;0;378,9493103;1416,592651;2;84,31694794;119,4522247;136,7586517;147,7292175;114,4615479;83,15820313;62,23406219;74,36434937;135,3159943;183,3573151;173,8101044;89,92868805;6;0,40263626;0,456849635;0,443047345;0,490757585;0,504572451;0,497968823;0,551368952;0,525567651;0,555511773;0,515134513;0,507136047;0,483102351;0,487075776;0,466629952;0,53036499;0,54970634;0,562865198;0,570615113;0,508997142;0,520927846;0,52005434;0,500875473;0,416171223;15,85572227;0,451920364;5,5
1788;1;0;0;0;0;0;3;0;0;28;24;22;16;2;3;0;0;0;0;0;4;0;1;2;0;15;1;370,9619446;1448;5;72,33333588;82,5;149,6666718;144,8333282;132,1666718;103;110,1666641;105;153;157,1666718;145;87;6;0,35990569;0,379634261;0,411391586;0,464238405;0,464942634;0,487823755;0,502312064;0,500213385;0,5117836;0,488662511;0,448261291;0,432098299;0,429025173;0,423575699;0,464910924;0,446189731;0,486947179;0,481052101;0,465045005;0,484333903;0,466067255;0,456601292;0,400913298;16,41795205;1,351488008;8
2446;5;1;1;0;0;0;0;7;1;25;21;5;12;2;2;3;1;0;0;0;9;0;9;11;98;1;0;510,6149902;1433,333374;7;33,1961174;50,34307861;120,6961136;116,7647629;118,0589752;138,7060089;145,3823395;168,1175842;172,6373596;192,715744;90,89216614;36,27450562;3;0,357468545;0,369017988;0,410133958;0,417361438;0,453083932;0,531251311;0,475308806;0,517000258;0,486324877;0,48908782;0,478368789;0,428880751;0,475957602;0,458466828;0,46401462;0,444882035;0,517351985;0,490124494;0,45729056;0,43045032;0,398921311;0,407905161;0,347483218;16,86773587;3,225587269;10
2601;11;2;2;5;0;1;0;6;1;15;27;0;19;2;1;5;0;0;0;1;15;0;4;15;74;0;0;501,3194885;1428;7;37,83333206;55,33333206;112,3333359;113,6666641;119,5;132,1666718;144,8333282;166;171,1666718;183;96,5;38,5;3;0,354626298;0,377186984;0,39531818;0,392264456;0,432419002;0,528517425;0,467603743;0,495359212;0,456650794;0,470958829;0,472057104;0,438599646;0,443116605;0,4276568;0,490155011;0,451704145;0,523162305;0,458255559;0,464928269;0,44597292;0,412472755;0,41135031;0,344880849;16,98018183;3,075659328;10
198;4;0;0;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;0;3;2;0;0;1;1;8;0;697,3341064;1485;6;33,75431442;59,74568558;131,828064;147,9650269;177,5172577;132,8544006;141,954483;126,8333359;188,277298;193,7471466;134,3822174;25,45259094;5;0,356814027;0,381819427;0,420200437;0,443207383;0,428018868;0,5101583;0,493239343;0,483641684;0,483110905;0,453147799;0,424859494;0,436932862;0,436150849;0,407157272;0,435803324;0,441498727;0,483873427;0,411526144;0,430131882;0,445870251;0,411546171;0,406133622;0,351603121;14,24399691;3,712853076;2,5
1188;7;0;0;0;0;0;0;0;0;148;9;0;10;11;0;0;1;0;0;4;3;0;0;0;0;1;0;399,1448975;1437;2;87,19625092;108,7569046;135,4950714;153,3012695;112,1765289;87,40237427;69,14694214;85,78649139;142,3062134;187,3555145;181,1198273;84,89990997;3;0,397787541;0,428564489;0,424695522;0,485082448;0,492681533;0,501128972;0,543782234;0,554123342;0,53700316;0,51774025;0,496266723;0,486696422;0,460615635;0,462645471;0,515977025;0,537140369;0,558664024;0,531297028;0,53088963;0,522061169;0,497691602;0,468897253;0,421023041;15,89320425;0,751776245;10
3556;1;0;0;0;0;0;1;3;0;4;6;5;0;1;0;0;1;0;8;0;1;0;4;4;15;1;6;404,8695374;1440,111084;1;45,65676117;54,80198288;115,4587479;128,4669952;114,7260742;153,7821808;161,0742645;150,2772217;154,7871246;153,6023102;97,14356232;33,43069458;2;0,349087477;0,369085789;0,429419041;0,45056358;0,462761283;0,475494325;0,498248011;0,519699037;0,497815996;0,540228665;0,495693952;0,466269136;0,476049304;0,48853308;0,487524122;0,513801456;0,505059004;0,523571193;0,521294057;0,503274441;0,471547067;0,466700435;0,381875932;18,17960535;3,487961165;2
2767;0;0;0;0;0;2;2;0;8;22;49;11;22;24;23;2;10;3;2;1;53;2;8;27;31;7;0;499,1462402;1444,666626;1;26,75595474;51,36249924;128,2232208;131,4452362;126,6565399;145,8779755;160,0773773;181,4380951;167,6321564;182,075592;82,12737274;24,53273392;6;0,330715656;0,356241524;0,410754174;0,461449921;0,466395497;0,498681158;0,504794061;0,522842884;0,508625329;0,53275758;0,499190778;0,484903634;0,461730599;0,484888256;0,475016236;0,490921229;0,51310122;0,502991915;0,469542593;0,419160456;0,429007471;0,39018479;0,355547488;17,09262778;3,937744987;11,5
32;2;0;0;0;0;1;1;3;0;5;5;6;6;0;4;4;2;0;0;1;3;2;5;5;2;11;0;736,7202759;1510;6;33,47450638;53,98948288;117,7962418;174,0827026;199,7877045;147,3088226;119,3731232;122,8887329;202,5548706;205,0219727;126,3404617;26,49663353;5;0,379810303;0,395245105;0,436843336;0,436527669;0,468230754;0,451959431;0,486508608;0,477498233;0,502367497;0,458377183;0,442806274;0,431178421;0,378604561;0,360031128;0,412096024;0,39426443;0,432374448;0,449233025;0,456550002;0,427465707;0,417449594;0,4392474;0,379300594;13,56932117;3,600407121;11
976;1;0;0;0;0;0;0;0;0;18;0;0;2;2;0;0;0;0;0;1;2;0;0;0;0;0;0;363,0078125;1432,666626;2;86,13883209;90,49181366;129,0039368;143,7498322;125,7897797;101,5281677;71,41290283;81,86116791;146,4803619;189,9086456;170,4761047;96,51604462;3;0,413732082;0,424734056;0,446038634;0,489037275;0,502353549;0,518079698;0,553938687;0,587571085;0,549907506;0,547480702;0,519992769;0,493448466;0,480926514;0,493504077;0,54116708;0,550052524;0,605031967;0,574597299;0,506111741;0,539097428;0,523531318;0,505593061;0,426124007;15,70579433;0,864222201;5,5
716;2;0;0;0;0;3;0;0;0;29;3;0;8;1;0;0;0;0;0;3;1;0;0;0;1;0;0;405,4440308;1409;2;87,10543823;95,83919525;126,3141632;144,2816925;124,986702;91,43662262;57,55164719;68,52288818;140,6437836;194,011734;168,0479279;89,1975708;3;0,386121422;0,423487842;0,450080901;0,493471712;0,469886422;0,50583458;0,520764768;0,536169767;0,511509478;0,521771252;0,495224416;0,44469431;0,454352468;0,491693586;0,501868367;0,545414627;0,555118144;0,556019604;0,496019751;0,51087141;0,499934346;0,488678604;0,404865414;15,5183844;0,601848304;6,5
1115;4;0;0;0;0;0;0;0;0;92;11;0;10;0;0;2;0;0;0;1;12;0;1;1;1;0;0;399,0504761;1462;5;86,17688751;97,58496094;137,1136475;144,5348053;112,7287292;101,8782806;84,53791046;90,09809875;153,2110138;181,1202393;164,8709564;101,3467102;3;0,353018045;0,385379076;0,39660728;0,442978561;0,501809537;0,505738378;0,521454036;0,507555366;0,501572609;0,506543398;0,471131444;0,454728276;0,447642207;0,424910754;0,455860287;0,495678932;0,513870955;0,517296612;0,457485616;0,466347128;0,450077862;0,421800494;0,364937365;15,81824028;1,089114112;9
3532;4;6;3;0;1;0;0;14;0;24;40;37;20;1;0;0;0;0;26;0;6;1;2;47;56;14;13;401,0087585;1431;5;53,45914078;52,09893036;114,2752609;126,6426468;117,8638;157,1057281;152,9490967;149,149826;156,1326141;151,9899597;94,91505432;34,01361847;3;0,362573624;0,368408322;0,423080117;0,438904584;0,438552767;0,465472251;0,489623606;0,526152492;0,509741128;0,531603932;0,458496511;0,444485039;0,454440028;0,478475809;0,470026881;0,496198118;0,503079057;0,515900612;0,503195584;0,516549587;0,457904458;0,448215276;0,380448788;18,10464138;3,412997195;10,5
1830;0;0;0;0;0;0;1;0;0;4;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;345,4467163;1433;3;75;89,66666412;147;148,5;133,5;94,83333588;95,66666412;109;153,3333282;151,6666718;149,3333282;93,33333588;6;0,317564964;0,342247039;0,366889626;0,44316572;0,43994832;0,464668751;0,465711445;0,467658192;0,48755011;0,467339218;0,437964439;0,413513333;0,414519996;0,415969223;0,446197867;0,440729916;0,479676724;0,466640741;0,445955664;0,450540036;0,454894692;0,412876368;0,366644532;16,45543403;1,126596097;1
3125;3;2;0;0;0;0;0;4;1;18;23;2;21;3;1;2;0;0;6;2;11;1;1;18;47;0;0;523,4511108;1442;7;25,16666603;51;102,8333359;103,3333359;106,3333359;154,5;167;188,1666718;171,8333282;183;92,5;35;3;0,362841994;0,387004793;0,38849014;0,427509636;0,454983354;0,504044116;0,489196688;0,500782549;0,515660882;0,503334403;0,470599175;0,438310325;0,452308089;0,472132355;0,469342023;0,464369744;0,502295077;0,484207064;0,451951116;0,458274663;0,437181622;0,39882502;0,364489973;17,42996565;3,412997195;8
1909;0;0;0;0;0;0;0;0;0;3;2;0;9;16;0;0;3;0;0;5;2;0;0;0;0;3;0;339,8300476;1442;5;79,83253479;104,1677704;138,8320465;154,5004272;127,0004272;112,6663895;89,50085449;80,33348846;148,8321686;159,3321228;158,9992981;93,50052643;6;0,38389048;0,380082637;0,411432475;0,462247491;0,480215371;0,513800025;0,506324887;0,518086135;0,51087153;0,492607027;0,473756552;0,444895685;0,453619331;0,439507037;0,492733359;0,491236061;0,490525484;0,54703325;0,484988213;0,488555193;0,495362163;0,461210251;0,415831596;16,530398;0,751776245;6
912;1;7;0;0;6;3;12;115;1;10;63;34;57;0;6;0;3;0;60;7;8;0;9;18;21;173;61;629,5779419;1330;1;16,97421837;48,91067886;124,5515671;119,9880295;127,2090302;133,6952057;147,5635376;151,7679596;177,1501007;156,6482544;75,31215668;21,6197052;5;0,327533841;0,330271244;0,351562798;0,391195387;0,430629164;0,484062254;0,52350086;0,543320715;0,545551777;0,542360067;0,564716816;0,52726239;0,525720835;0,47759372;0,510210037;0,520270228;0,504849434;0,529306948;0,49041912;0,48544243;0,463045657;0,400924206;0,356567204;15,63083036;4,087672928;21
2647;2;0;1;5;0;2;0;0;0;12;31;8;15;10;1;2;0;0;0;3;15;0;7;0;2;2;0;418,6588745;1450;7;48,32774353;67,47019196;114,3165665;122,6564178;129,1415253;116,2169647;138,8305359;145,3808441;162,3594055;178,9906921;99,31936646;50,30072784;6;0,342549235;0,372673512;0,401436836;0,460689753;0,491263032;0,529636025;0,50980103;0,52705735;0,51181829;0,495920092;0,498663962;0,442409843;0,462356955;0,437085688;0,45947361;0,454629302;0,499222398;0,44494319;0,455692738;0,466007203;0,438726693;0,411812782;0,355675757;17,01766381;2,738321461;10,5
329;1;0;0;3;0;1;2;9;0;9;9;6;4;0;0;0;1;0;84;1;0;0;14;7;7;14;51;635,3670044;1400;1;32,03658295;64,96727753;111,8105698;145,5565948;156,621582;122,6133575;155,974472;133,9896393;181,0821991;160,9815369;107,7252045;20,09731674;5;0,369045377;0,386671901;0,416055739;0,464386344;0,448782444;0,520239294;0,534302592;0,528207779;0,571291387;0,512136102;0,519791901;0,486915112;0,478123426;0,422414511;0,476227611;0,484209031;0,502092063;0,492731601;0,458781242;0,425525427;0,454769075;0,424114734;0,356788367;14,5063708;4,012708958;7,5
3083;10;2;0;0;1;0;0;37;2;20;65;3;21;8;3;3;2;0;5;4;12;0;7;30;68;11;0;422,1194763;1406;1;48,0381012;72,64715576;101,5164108;120,243515;115,6906662;129,7730713;136,5975342;157,618576;161,140686;169,6502228;96,94236755;41,17027283;6;0,346571207;0,37612614;0,415174484;0,444761902;0,478325367;0,52234441;0,524121702;0,551017404;0,532996774;0,494392961;0,490180105;0,467891991;0,466926009;0,450940758;0,494317263;0,485138029;0,496286959;0,50133723;0,495536864;0,476587147;0,457215726;0,434699714;0,372023612;17,39248366;2,925731387;14
3464;4;1;1;0;2;1;2;53;2;25;36;14;6;0;1;6;1;1;93;2;2;0;4;67;19;28;46;449,2776794;1435,666626;1;41,66821671;59,54030609;105,5565948;123,5565948;109,279068;164,7883759;164,2906952;165,4689941;152,0131836;164,4697723;99,2480545;30,70852661;3;0,379913509;0,383333534;0,419363499;0,434911311;0,464946091;0,512368083;0,530104935;0,562579393;0,536382198;0,544059157;0,501248002;0,492144465;0,504412115;0,509008467;0,521782875;0,521347225;0,505429268;0,519686997;0,514722765;0,480749846;0,464454651;0,450678289;0,378531516;17,91723146;3,487961165;9
1309;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;350,3017273;1431;2;83,83333588;100;134,3333282;150,1666718;120,8333359;96;71,83333588;82,83333588;146,8333282;184,3333282;164,3333282;86,33333588;6;0,395126939;0,423478067;0,416704208;0,493909746;0,481148958;0,535282612;0,510706544;0,541273773;0,52562815;0,524522364;0,490794331;0,469434381;0,457437247;0,46838671;0,518532634;0,551807761;0,539359927;0,580221236;0,521713853;0,490098178;0,506119132;0,473989129;0,437168837;16,0431322;0,751776245;0,5
1831;2;0;0;0;0;0;1;0;0;7;0;0;0;17;0;1;0;0;0;0;4;0;0;1;1;0;0;345,9124451;1433;6;75;89,66666412;147;148,5;133,5;94,83333588;95,66666412;109;153,3333282;151,6666718;149,3333282;93,33333588;6;0,320844442;0,344020128;0,385365963;0,452484608;0,439354211;0,475785047;0,470476657;0,472884923;0,49566862;0,473832756;0,441957831;0,40797165;0,414337665;0,417837024;0,438584209;0,449814796;0,452445924;0,460727394;0,433434933;0,453220695;0,447077245;0,415177107;0,372169197;16,45543403;1,164078082;4,5
1535;0;0;1;0;0;1;2;0;1;91;18;0;21;1;0;3;0;0;0;1;2;0;1;1;1;1;0;374,0361328;1422;1;79,65782166;92,99705505;144,8561554;140,0301971;131,6769867;103,6467743;80,85617065;88,68212891;149,9904175;174,3082886;155,5294647;85,51031494;6;0,364749938;0,381955922;0,410779148;0,478478164;0,488429219;0,525986791;0,512429357;0,528079569;0,541315973;0,519997895;0,488033325;0,471040905;0,466596246;0,456267387;0,523384571;0,492019147;0,509339392;0,535409272;0,486651897;0,497453272;0,481543452;0,458041698;0,396642029;16,23054212;0,939186171;10,5
2205;6;5;0;0;2;0;0;4;1;1;10;2;14;0;2;0;0;0;0;0;7;3;4;6;15;3;0;387,9883118;1461,888916;5;71,64712524;79,91096497;147,2090149;141,1237793;127,8832779;107,5114059;132,8452759;101,0738297;144,104248;164,2557068;141,6199799;77,21661377;6;0,337605834;0,400970399;0,425406635;0,434637189;0,499963522;0,507128298;0,484832317;0,507567644;0,503871083;0,473522246;0,46446991;0,456231445;0,427218139;0,444000483;0,438899815;0,444038838;0,496703237;0,475440532;0,500689626;0,481735945;0,470210344;0,467790008;0,381136566;16,71780793;1,463933964;8,5
2651;5;1;2;0;0;0;0;6;0;12;50;6;15;0;1;3;2;0;0;1;11;0;7;5;31;0;0;530,4169312;1436;7;47,11545944;61,92458725;111,0428391;120,458107;124,6666641;125,4934692;138,454361;154,3295898;167,3752289;177,4422607;96,67598724;44,29423141;3;0,348474473;0,381126761;0,427702278;0,42142719;0,49404335;0,509982467;0,490662754;0,537719309;0,503148019;0,487871319;0,475866973;0,450147837;0,486641973;0,459437043;0,466590375;0,472699463;0,532316446;0,459700197;0,422385395;0,432079881;0,430098355;0,414051294;0,356496155;17,01766381;2,888249402;10
2459;1;1;10;8;1;1;0;15;2;22;73;9;23;15;3;8;2;14;15;0;16;4;9;49;97;0;0;591,9830933;1426,074097;7;22,63084984;58,14964294;136,9909821;137,9436493;137,6205597;125,521225;147,7224121;179,7308197;171,2774963;185,4391785;74,88070679;24,92576599;3;0,343390614;0,371259272;0,409155458;0,455012739;0,440918416;0,482339174;0,504304886;0,477287203;0,493227959;0,496617705;0,482313067;0,477594852;0,468119055;0,463955015;0,472100079;0,472217023;0,474844933;0,486155599;0,43841067;0,438528121;0,426496476;0,399381757;0,358449727;16,86773587;4,200118884;15,35
2706;15;0;7;2;0;1;0;2;0;82;47;1;21;2;1;10;1;0;0;7;18;4;6;20;101;13;0;449,5232544;1428;7;37,83333206;55,33333206;112,3333359;113,6666641;119,5;132,1666718;144,8333282;166;171,1666718;183;96,5;38,5;3;0,344802469;0,368008554;0,396327853;0,416284621;0,453664005;0,510890484;0,483803541;0,528112054;0,499484479;0,498825133;0,482834697;0,435147405;0,452121764;0,444065273;0,482174903;0,440978348;0,52279377;0,468898326;0,457014829;0,439197332;0,419313759;0,407511711;0,345635653;17,0551458;3,075659328;14,75
3294;6;1;0;0;0;0;3;0;5;102;33;2;5;25;2;3;8;0;2;0;0;0;2;8;2;43;18;370,6950989;1440;7;58,3352623;77,33526611;111,3384781;131,6538086;108,996788;132,1448212;137,5;142,8384705;161,1461029;157,0051422;104,6563797;50,50064468;6;0,328679979;0,338727415;0,387125015;0,461044073;0,451945633;0,489375919;0,490478486;0,525366545;0,529616833;0,503440976;0,47264871;0,471073955;0,439787865;0,436955243;0,469714046;0,473292232;0,477063626;0,480092466;0,456030905;0,482026368;0,473552883;0,435045242;0,342778683;17,65485756;2,625875505;18,5
1960;0;0;0;0;0;3;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;339,6575317;1438,111084;5;75,85459137;109,6374435;132,4922028;156,6137085;129,1137085;111,2989731;93,72741699;81,07935333;143,1138916;153,3652039;155,5185852;96,11105347;6;0,364811182;0,385682941;0,398494959;0,464754403;0,479391992;0,525710642;0,493369788;0,516467452;0,532753408;0,489617229;0,469883442;0,455370337;0,450371057;0,451964349;0,481251091;0,492942035;0,500207305;0,551701248;0,485079825;0,485250711;0,486240983;0,455128461;0,393923312;16,56787999;0,71429426;2
